wid,spelling,phonetic,plurality,thirdpp,present_participle,past_tense,past_participle,explains
17359,ultimately,ˈʌltɪmətli,NULL,NULL,NULL,NULL,NULL,['adv. 最终，最后；根本上，最重要地']
17360,ultra,ˈʌltrə,ultras,NULL,NULL,NULL,NULL,"['n. （尤指政治上的）过激分子，极端主义者；超级马拉松（ultramarathon的简称）', 'adj. 极端的，偏激的', 'adv. 很，非常', '【名】 ；（Ultra）（俄）乌尔特拉（人名）']"
17361,uncertain,ʌnˈsɜːt(ə)n,NULL,NULL,NULL,NULL,NULL,['adj. 犹豫的，无把握的；无法确知的，不确定的；多变的，难预料的；信心不足的；（脚步）蹒跚的，踉跄的']
17362,uncertainty,ʌnˈsɜːt(ə)nti,uncertainties,NULL,NULL,NULL,NULL,['n.  犹豫，无把握；拿不定的事，令人无把握的局面；紧张不安']
17363,underdeveloped,ˌʌndədɪˈveləpt,NULL,NULL,NULL,NULL,NULL,"['adj. （国家或地区）不发达的，经济落后的；发育不全的；（胶卷）显影不足的', 'v. （使）发展不完全；（使）显影不足（underdevelop 的过去式和过去分词）']"
17364,undertaking,ˌʌndəˈteɪkɪŋ,undertakings,NULL,NULL,NULL,NULL,"['n. 任务，企业；许诺，保证；丧葬业，殡仪业', 'v. 承担，从事；承诺，答应；<英>在内侧行驶时赶上并超越（另一辆车）（undertake 的现在分词形式）']"
17365,underwear,ˈʌndəweə(r),NULL,NULL,NULL,NULL,NULL,['n. 内衣，衬衣']
17366,unemployed,ˌʌnɪmˈplɔɪd,NULL,NULL,NULL,NULL,NULL,"['adj. 未被雇用的，失业的；（物）闲置的，未用的', 'n. 失业者（the unemployed）']"
17367,uniformity,ˌjuːnɪˈfɔːməti,uniformities,NULL,NULL,NULL,NULL,['n. 统一（性)，一致（性）；统一的实例']
17368,unveil,ˌʌnˈveɪl,NULL,unveils,unveiling,unveiled,unveiled,['v. （首次）公开，揭示；为……揭幕，揭去……上的覆盖物；除去面纱，显露']
17369,upload,ˌʌpˈləʊd,NULL,NULL,NULL,NULL,NULL,"['v. 上载，上传', 'n. 上载（上传）的内容，上传']"
17370,uprising,ˈʌpraɪzɪŋ,uprisings,NULL,NULL,NULL,NULL,"['n. 起义，暴动；升起', 'v. 起床；起义；上升（uprise 的现在分词形式）']"
17371,upwards,ˈʌpwədz,NULL,NULL,NULL,NULL,NULL,['adv. 向上；在上部；向上游']
17372,uranium,juˈreɪniəm,NULL,NULL,NULL,NULL,NULL,['n. （化学元素）铀']
17373,urbanisation,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17374,urbanise,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17375,urbanization,ˌɜːbənaɪˈzeɪʃn,NULL,NULL,NULL,NULL,NULL,['n. 城市化，都市化']
17376,urbanize,ˈɜːbənaɪz,NULL,urbanizes,urbanizing,urbanized,urbanized,['v. 使城市化，使都市化；使文雅']
17377,urgency,ˈɜːdʒənsi,urgencies,NULL,NULL,NULL,NULL,['n. 紧急，迫切；迫切需要；紧急的事']
17378,urinate,ˈjʊərɪneɪt,NULL,urinates,urinating,urinated,urinated,['v. 排尿，小便']
17379,urine,ˈjʊərɪn; ˈjʊəraɪn,NULL,NULL,NULL,NULL,NULL,['n. 尿液，小便']
17380,useless,ˈjuːsləs,NULL,NULL,NULL,NULL,NULL,['adj. 无用的，无价值的；差劲的，无能的；无效的，徒劳的；（身体一部分或心智因有病或受到损害而）丧失功能的']
17381,user,ˈjuːzə(r),users,NULL,NULL,NULL,NULL,"['n. 用户；使用者', 'n. （User）（土）乌塞尔（人名）']"
17382,utilisation,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17383,utilise,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17384,utility,juːˈtɪləti,utilities,NULL,NULL,NULL,NULL,"['n. （煤气、水、电等的）公共服务，公用事业；（供电、供水等的）公用事业单位；应用程序，实用程序；实用，有用；<澳>小卡车，轻型货车；（博弈论，经济学）效用', 'adj. 有用的，多功能的；（体育运动）多面手的；实用的']"
17385,utilization,ˌjuːtəlaɪˈzeɪʃn,NULL,NULL,NULL,NULL,NULL,['n.  利用，使用 (=utilisation)； 利用，使用']
17386,utterly,ˈʌtəli,NULL,NULL,NULL,NULL,NULL,['adv. 完全地，彻底地']
17387,vacancy,ˈveɪkənsi,vacancies,NULL,NULL,NULL,NULL,['n. 空缺，空职；（旅馆等的）空房，空间；无知，空虚；空隙，空处']
17388,vaccination,ˌvæksɪˈneɪʃn,vaccinations,NULL,NULL,NULL,NULL,['n. 接种疫苗，种痘']
17389,validity,vəˈlɪdəti,NULL,NULL,NULL,NULL,NULL,['n. （法律上的）有效，合法，认可；真实性，正确性']
17390,vapor,ˈveɪpə(r),vapors,vapors,vaporing,vapored,vapored,['n. 蒸气；水蒸气（等于 vapour）']
17391,variant,ˈveəriənt,variants,NULL,NULL,NULL,NULL,"['n. 变种，变形；（单词拼写或读音的）变异，变体', 'adj. 不同的，变体的，变种的']"
17392,ventilation,ˌventɪˈleɪʃn,NULL,NULL,NULL,NULL,NULL,['n. 通风，通风系统；（医）（尤指人工）给肺提供空气；（对意见、问题、抱怨等的）公开讨论（或调查）']
17393,venue,ˈvenjuː,venues,NULL,NULL,NULL,NULL,['n. （事件的）发生地点，（活动的）场所；<英，法律>审判地（指郡或区）']
17394,verification,ˌverɪfɪˈkeɪʃn,NULL,NULL,NULL,NULL,NULL,['n. 证实，证明，核实；（哲）（通过实证方法对命题）证实；（确保裁减武器协议所规定程序得以执行的）核查']
17395,vibration,vaɪˈbreɪʃn,vibrations,NULL,NULL,NULL,NULL,['n. 震动，颤动，抖动；<非正式>（情感）感应，共鸣']
17396,victorious,vɪkˈtɔːriəs,NULL,NULL,NULL,NULL,NULL,['adj. 胜利的，获胜的']
17397,vigor,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17398,villager,ˈvɪlɪdʒə(r),villagers,NULL,NULL,NULL,NULL,['n. 乡村居民，村民']
17399,violation,ˌvaɪəˈleɪʃ(ə)n,violations,NULL,NULL,NULL,NULL,['n. （对法律、协议、原则等的）违背，违反；侵权行为，（对人权的）侵犯；\n（对某物的）损毁，（对圣地的）亵渎；强奸']
17400,violinist,ˌvaɪəˈlɪnɪst,NULL,NULL,NULL,NULL,NULL,['n. 小提琴演奏者，小提琴家']
17401,virginity,vəˈdʒɪnəti,NULL,NULL,NULL,NULL,NULL,['n. 童贞，处女状态，处男状态；（某方面的）天真，缺乏经验']
17402,virtually,ˈvɜːtʃuəli,NULL,NULL,NULL,NULL,NULL,['adv. 事实上，几乎；虚拟地，模拟地']
17403,visibility,ˌvɪzəˈbɪləti,NULL,NULL,NULL,NULL,NULL,['n. 能见度，能见距离；可见性，明显性；关注度，知名度']
17404,visualise,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17405,visualize,ˈvɪʒuəlaɪz,NULL,visualizes,visualizing,visualized,visualized,['v. 想象，使形象化；使可见，使显现']
17406,vitality,vaɪˈtæləti,vitalities,NULL,NULL,NULL,NULL,['n. 活力，热情；生机，生命力']
17407,vocational,vəʊˈkeɪʃən(ə)l,NULL,NULL,NULL,NULL,NULL,['adj. 职业的，职业技术的，业务知识的']
17408,volatility,ˌvɒləˈtɪləti,NULL,NULL,NULL,NULL,NULL,['n. 易变，活泼；挥发性']
17409,volcanic,vɒlˈkænɪk,NULL,NULL,NULL,NULL,NULL,"['adj. 火山的，火山引发的；（感情或情绪）猛烈的，易突然发作的', 'n. 火山岩']"
17410,voter,ˈvəʊtə(r),voters,NULL,NULL,NULL,NULL,['n. 选举人，投票人；有投票权者']
17411,voucher,ˈvaʊtʃə(r),vouchers,vouchers,vouchering,vouchered,vouchered,"['n. 代金券，票券；收据，凭单；证人，保证人，证明者', 'v. 证实……的可靠性']"
17412,vow,vaʊ,vows,vows,vowing,vowed,vowed,"['n. 誓约，诺言；（婚礼等上的）誓言', 'v. 立誓，发誓']"
17413,vulnerability,ˌvʌlnərəˈbɪləti,NULL,NULL,NULL,NULL,NULL,['n. 易损性，弱点；（桥牌）局况']
17414,waggon,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17415,waiver,ˈweɪvə(r),waivers,NULL,NULL,NULL,NULL,['n. （对权利或要求的）放弃；弃权声明书']
17416,ware,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17417,warning,ˈwɔːnɪŋ,warnings,NULL,NULL,NULL,NULL,"['n. 警示，提醒，告诫；（对不良行为的）警告；预告，预兆', 'adj. 表示警告的，告诫的', 'v. 提醒注意（可能发生的事），使警惕；劝告（使有所防备），告诫；警告（warn 的现在分词）', '【名】 （Warning）（德）瓦宁（人名）']"
17418,warrior,ˈwɒriə(r),warriors,NULL,NULL,NULL,NULL,['n. （尤指旧时的）武士，勇士；（瑜伽体式）战士']
17419,washing,ˈwɒʃɪŋ,washings,NULL,NULL,NULL,NULL,"['n. 洗涤，洗刷；待洗（或正在洗、刚洗过）的衣物', 'v. 洗涤；洗澡，（用水和肥皂）洗（身体的某部分）；（水）漫过，流过，冲刷（wash 的现在分词形式）']"
17420,wasteful,ˈweɪstfl,NULL,NULL,NULL,NULL,NULL,['adj. 浪费的，挥霍的']
17421,watchful,ˈwɒtʃfl,NULL,NULL,NULL,NULL,NULL,['adj. 注意的，警惕的']
17422,watertight,ˈwɔːtətaɪt,NULL,NULL,NULL,NULL,NULL,['adj. （容器或房间）防漏水的，水密的；（理论、计划或协议）严密的，无懈可击的']
17423,wavy,ˈweɪvi,NULL,NULL,NULL,NULL,NULL,"['adj. （头发）鬈曲的；波纹状的，波浪形的；（纹章）波形的，波状的', '【名】 （Wavy）威维（人名）']"
17424,weaken,ˈwiːkən,NULL,weakens,weakening,weakened,weakened,['v. （使）虚弱，（使）衰弱；（使）变弱，削弱；使（肯定程度）减弱，动摇，犹豫；（使）（大楼 、结构体等）不结实；（使）（股票等）疲弱，疲软']
17425,weakness,ˈwiːknəs,weaknesses,NULL,NULL,NULL,NULL,['n. 虚弱，软弱；缺点，不足；疲软；癖好，嗜好，宠爱']
17426,weariness,ˈwɪərinəs,NULL,NULL,NULL,NULL,NULL,['n.  疲倦，疲劳；厌倦']
17427,webcast,ˈwebkɑːst,webcasts,webcasts,webcasting,webcast,webcast,"['n. 网络广播；网络直播', 'v. 在网络上直播']"
17428,website,ˈwebsaɪt,websites,NULL,NULL,NULL,NULL,['n. 网站（全球资讯网的主机站）']
17429,wed,wed,NULL,weds,wedding,wedded或wed,wedded或wed,['v. 结婚，娶，嫁；（使）结合；坚持，专心于（活动、信仰或制度）']
17430,wednesday,ˈwenzdeɪ,NULL,NULL,NULL,NULL,NULL,['n. 星期三']
17431,week,wiːk,weeks,NULL,NULL,NULL,NULL,['n. 星期，周；一个星期的时间，一周；一周工作时间，工作周；（除去星期六和星期日的）星期，周；活动周（举行某项活动的一周）；（从某天算起的）一周；（某天之前的）一周；一周又一周，接连好几个星期']
17432,well-being,ˈwel biːɪŋ,NULL,NULL,NULL,NULL,NULL,['n. 幸福，安康；（国家的）繁荣']
17433,well-off,ˌwel ˈɒf,NULL,NULL,NULL,NULL,NULL,['adj. 富裕的；顺利的，走运的；繁荣昌盛的']
17434,westerner,ˈwestənə(r),westerners,NULL,NULL,NULL,NULL,['n. 西方人，欧美人；美国西部的人']
17435,wharf,wɔːf,wharves或wharfs,wharfs,wharfing,wharfed,wharfed,"['n. 码头，停泊处', 'v. 靠码头；把货卸在码头上；为……建码头']"
17436,when,wen,NULL,NULL,NULL,NULL,NULL,"['adv. 什么时候；什么情况下；什么场合下；（用于时间的表达方式之后）在那时，其时；当时，当场', 'pron. 什么时候；何时', 'conj. 在……时候；在……之后；在任何……时候；一……就；考虑到，既然；虽然，然而，可是', 'n. 时间，时候；日期；场合']"
17437,where,weə(r),NULL,NULL,NULL,NULL,NULL,"['adv. 在哪里', 'pron. 哪里', 'conj. 在……的地方', 'n. 地点']"
17438,whereabouts,ˈweərəbaʊts,NULL,NULL,NULL,NULL,NULL,"['n. 下落，去向，所在之处', 'adv. 在何处，靠近什么地方', 'conj. （尤用于某些动词和形容词后，引导表示具体处所的从句）具体在哪里']"
17439,whereby,weəˈbaɪ,NULL,NULL,NULL,NULL,NULL,"['adv. 凭此，借以', 'conj. 凭此，借以，与……一致；<非正式>在……的情况下，处于……的位置']"
17440,which,wɪtʃ,NULL,NULL,NULL,NULL,NULL,"['pron. 哪一个，哪一些；（指明事物）……的那个，……的那些；（进一步提供有关某事物的信息）那个，那些', 'det. 哪一个，哪一些；（指明事物）……的那个，……的那些；（进一步提供有关某事物的信息）那个，那些', 'adj. 哪一个，哪一些；无论哪个；（进一步提供有关某事物的信息）那个，那些']"
17441,whilst,waɪlst,NULL,NULL,NULL,NULL,NULL,['conj. <英，正式>当……的时候；与…同时；然而，但是；虽然，尽管；<古>直到…为止；与……同时；<古>直到……为止']
17442,white,waɪt,whites,whites,whiting,whited,whited,"['adj. 白色的；白种人的，白肤色的；苍白的；（咖啡，茶）加牛奶（或奶油）的；（葡萄酒）白的，淡黄色的；（面粉）精白的，由去皮小麦制成的；<美>空白的；（植物）开白花的，有白色果实的；（树木）树皮淡色的；（玻璃）透明的，无色的；<非正式>完全公正的，非常诚实的；（魔法）善意的；（血细胞）白的；<史>（政治）白色的，反动的；纯洁的', 'n. 白色，白颜料；白种人，白人；白葡萄酒；眼白；蛋清，蛋白；白色运动服（whites）；（洗涤时要跟深色衣物分开的）白色织物（whites）；白衣服；（某些棋盘类游戏中的）执白棋者，白方；白色的东西，（尤指台球中的）白球；白粉蝶', 'v. <古>把……漆成白色，使变白', '【名】 （White）怀特（人名）']"
17443,who,huː,NULL,NULL,NULL,NULL,NULL,['pron. 谁；什么人']
17444,wholesale,ˈhəʊlseɪl,NULL,wholesales,wholesaling,wholesaled,wholesaled,"['n. 批发，趸售', 'adj. 批发的，趸售的；大规模的，大批的', 'adv. 批发地，成批卖地；完全地', 'v. 批发销售；以……价格批发']"
17445,widen,ˈwaɪd(ə)n,NULL,widens,widening,widened,widened,"['v. （使）变宽，加宽；（使）扩展，程度加深，范围扩大；（尤因惊讶或恐惧而眼睛）睁大', '【名】 （Widen）（德）维登（人名）']"
17446,widower,ˈwɪdəʊə(r),widowers,NULL,NULL,NULL,NULL,['n.  鳏夫']
17447,wife,waɪf,wives,wives,wifing,wifed,wifed,['n. 妻子，已婚妇女；夫人']
17448,wilderness,ˈwɪldənəs,wildernesses,NULL,NULL,NULL,NULL,['n. 未开发的地区，荒野；荒芜的地方，杂草丛生处；低潮时期，在野；大量，茫茫一片']
17449,wildlife,ˈwaɪldlaɪf,NULL,NULL,NULL,NULL,NULL,"['n. 野生动植物', 'adj. 野生动植物的']"
17450,willingness,ˈwɪlɪŋnəs,NULL,NULL,NULL,NULL,NULL,['n.  乐意，意愿']
17451,willpower,ˈwɪlpaʊə(r),NULL,NULL,NULL,NULL,NULL,['n. 意志力，毅力']
17452,winery,ˈwaɪnəri,wineries,NULL,NULL,NULL,NULL,['n. 酿酒厂；葡萄酒酿造厂（复数 wineries）']
17453,winner,ˈwɪnə(r),winners,NULL,NULL,NULL,NULL,"['n. 获胜的人（或队、动物等），优胜者；（体育比赛中）致胜的一分，制胜的进球；<非正式>可能成功的人（或事物），极好的人（或事物），成功的人（或事物）；获益者，赢家；（桥牌）能赢的牌', '【名】 （Winner）（美、德、英）温纳（人名）']"
17454,wireless,ˈwaɪələs,wirelesses,wirelesses,wirelessing,wirelessed,wirelessed,"['adj. 无线的，使用无线电信号的', 'n. 无线电发射和接收系统；<旧>无线电收音机', 'v. 用无线电报与…联系，打无线电话']"
17455,withdrawal,wɪðˈdrɔːəl,withdrawals,NULL,NULL,NULL,NULL,['n. 收回，撤回，停止；（对所说人的话的）收回，撤回；撤军，撤退；不再参加，退出（组织）；提款，取钱；戒毒过程，脱瘾期；脱瘾症状；沉默寡言，孤僻']
17456,witty,ˈwɪti,NULL,NULL,NULL,NULL,NULL,"['adj. 风趣的，诙谐的，机智的', '【名】 （Witty）（英）威蒂（人名）']"
17457,woman,ˈwʊmən,women,womans,womaning,womaned,womaned,['n. 妇女；女性；成年女子']
17458,wonderful,ˈwʌndəf(ə)l,NULL,NULL,NULL,NULL,NULL,['adj. 绝妙的，令人惊叹的，极好的']
17459,woolen,ˈwʊlən,NULL,NULL,NULL,NULL,NULL,"['adj. 羊毛的；羊毛制的', 'n. 毛织品']"
17460,woollen,ˈwʊlən,woollens,NULL,NULL,NULL,NULL,"['adj. 羊毛制成的；毛纺织业的', 'n. 毛织物，毛料织物', '【名】 （Woollen）（美、英、德）伍伦（人名）']"
17461,wording,ˈwɜːdɪŋ,NULL,NULL,NULL,NULL,NULL,"['n. 措词，用词', 'v. 措辞，用词（word 的现在分词形式）']"
17462,workforce,ˈwɜːkfɔːs,NULL,NULL,NULL,NULL,NULL,['n. （国家或地区的）劳动力，劳动人口；（某组织或公司的）全体员工，全体从业人员']
17463,workout,ˈwɜːkaʊt,workouts,NULL,NULL,NULL,NULL,['n. 锻炼，训练；试验']
17464,world,wɜːld,NULL,NULL,NULL,NULL,NULL,"['n. 地球，天下（the world）；（尤指可能或确有生命存在的）星球，天体；（某地区、某类人及事物组成的）世界；人类社会，社会生活；（人们活动的）领域，界，圈子； 某领域的一切事物，自然界；人生，生活圈子，阅历； 人世，今生，来世；生活领域；尘世，世俗，世事（the world）；社会地位；活的状态；大不相同；（尤指某人描述或想象的）地方，情景；（有某种特色的）地方，（某种生活的）世界；<非正式>大量，无数；一切，重要性（the world）', 'adj. （人物）举足轻重的，世界闻名的；所有国家的，世界（性）的；环球的']"
17465,worried,ˈwʌrid,NULL,NULL,NULL,NULL,NULL,"['adj. 担心的，发愁的', 'v. 担心，发愁；使担忧，使发愁，使焦虑；烦扰，使不安宁（worry 的过去式和过去分词）']"
